Order_ID,Order_Date,Customer_ID,Customer_Name,Customer_Age,Customer_Gender,Region,City,Product_ID,Product_Name,Category,Brand,Quantity,Unit_Price,Unit_Cost,Discount_Percentage,Payment_Method,Customer_Segment,Order_Status,Salesperson,Revenue,Profit,Profit_Margin,Order_Year,Order_Month,Month_Name,Quater,Day_Name,Average_Order_Value
19048,2025-12-19,C19048,Edward Morales,46,Unknown Gender,South,Mumbai,P5246,Mobile,Accessories,Lenovo,1,15921,54657,20,Net Banking,Corporate,Returned,Raj,15921,-38736,-2.43,2025.0,12.0,December,4.0,Friday,15921.0
19049,2025-10-26,C19049,Dawn Cowan,56,Female,West,Pune,P7873,Tablet,Electronics,Logitech,3,52532,911,10,UPI,Corporate,Returned,Divya,157596,156685,0.99,2025.0,10.0,October,4.0,Sunday,52532.0
19050,2024-09-20,C19050,Kathryn Wong,42,Male,East,HYDERABAD,P5430,Tablet,Accessories,Unknown Brand,4,31830,7673,0,Debit Card,Small Business,Delivered,Divya,127320,119647,0.94,2024.0,9.0,September,3.0,Friday,31830.0
19051,2024-08-13,C19051,Unknown Customer,57,Male,East,pune,P3420,Monitor,Electronics,Lenovo,1,39246,25814,15,Debit Card,Corporate,Cancelled,Kumar,39246,13432,0.34,2024.0,8.0,August,3.0,Tuesday,39246.0
19052,2024-09-20,C19052,Amanda Jordan,33,Male,West,Hyderabad,P6955,Tablet,Accessories,Logitech,4,9860,29587,10,UPI,Small Business,Pending,Kumar,39440,9853,0.25,2024.0,9.0,September,3.0,Friday,9860.0
19053,2026-03-08,C19053,Lisa Curtis,44,Male,South,Mumbai,P7556,Keyboard,Electronics,HP,7,1433,22674,10,Cash,Small Business,Pending,Arun,10031,-12643,-1.26,2026.0,3.0,March,1.0,Sunday,1433.0
19054,2025-04-26,C19054,Raven Fisher,51,Male,East,Pune,P5528,Printer,Accessories,Samsung,6,31963,44935,20,UPI,Consumer,Cancelled,Priya,191778,146843,0.77,2025.0,4.0,April,2.0,Saturday,31963.0
19055,2024-11-24,C19055,Judith Richard,57,Male,West,Mumbai,P8483,Tablet,Accessories,Logitech,2,51810,25904,15,Credit Card,Small Business,Cancelled,Arun,103620,77716,0.75,2024.0,11.0,November,4.0,Sunday,51810.0
19056,2025-09-14,C19056,Sean Mckee DDS,39,Unknown Gender,East,Delhi,P3444,Printer,Accessories,Logitech,5,55049,56451,10,UPI,Corporate,Pending,Kumar,275245,218794,0.79,2025.0,9.0,September,3.0,Sunday,55049.0
19057,2025-10-07,C19057,Michael Vargas,59,Female,North,Delhi,P3389,Tablet,Electronics,Unknown Brand,9,23833,23858,5,Debit Card,Small Business,Returned,Priya,214497,190639,0.89,2025.0,10.0,October,4.0,Tuesday,23833.0
19058,2024-07-05,C19058,Michael Cline,41,Female,East,Delhi,P7101,Tablet,Accessories,Apple,6,31907,4818,10,Debit Card,Corporate,Cancelled,Priya,191442,186624,0.97,2024.0,7.0,July,3.0,Friday,31907.0
19059,2025-03-20,C19059,Ashlee Jackson,51,Male,North,Mumbai,P9117,Printer,Electronics,Logitech,1,18472,5741,15,Debit Card,Small Business,Delivered,Priya,18472,12731,0.69,2025.0,3.0,March,1.0,Thursday,18472.0
19060,2026-03-15,C19060,Jason Contreras,18,Female,North,Chennai,P6884,Printer,Electronics,Unknown Brand,2,46226,8765,20,Cash,Consumer,Delivered,Divya,92452,83687,0.91,2026.0,3.0,March,1.0,Sunday,46226.0
19061,2025-03-05,C19061,Larry Malone DDS,-5,Unknown Gender,West,Hyderabad,P2144,Monitor,Electronics,Logitech,6,33608,34833,0,UPI,Consumer,Returned,Arun,201648,166815,0.83,2025.0,3.0,March,1.0,Wednesday,33608.0
19062,2025-01-31,C19062,Stephanie Payne,18,Female,North,Bangalore,P4034,Tablet,Electronics,Dell,1,27917,5565,10,Debit Card,Consumer,Delivered,Arun,27917,22352,0.8,2025.0,1.0,January,1.0,Friday,27917.0
19063,2024-10-04,C19063,Edward Drake,35,Male,West,Delhi,P4435,Laptop,Accessories,Samsung,7,929,4163,15,Debit Card,Corporate,Returned,Kumar,6503,2340,0.36,2024.0,10.0,October,4.0,Friday,929.0
19064,2026-01-20,C19064,Christian Schwartz,23,Male,North,Pune,P3063,Mouse,Electronics,Apple,9,5659,26956,0,Debit Card,Small Business,Returned,Divya,50931,23975,0.47,2026.0,1.0,January,1.0,Tuesday,5659.0
19065,2025-03-15,C19065,Ashley Schroeder,35,Male,West,mumbai,P3670,Printer,Accessories,Lenovo,2,64755,2486,10,UPI,Corporate,Pending,Priya,129510,127024,0.98,2025.0,3.0,March,1.0,Saturday,64755.0
19066,2026-02-06,C19066,Angela Jimenez,48,Female,South,Pune,P2921,Mobile,Accessories,Apple,9,70237,9117,15,Net Banking,Corporate,Returned,Raj,632133,623016,0.99,2026.0,2.0,February,1.0,Friday,70237.0
19067,2025-04-07,C19067,Stephanie French,47,Female,West,Hyderabad,P1759,Monitor,Accessories,Apple,5,59460,41035,20,Debit Card,Consumer,Pending,Arun,297300,256265,0.86,2025.0,4.0,April,2.0,Monday,59460.0
19068,2026-06-12,C19068,Abigail Sanford,42,Female,North,Mumbai,P4802,Tablet,Accessories,Lenovo,8,53313,34141,5,Net Banking,Small Business,Cancelled,Divya,426504,392363,0.92,2026.0,6.0,June,2.0,Friday,53313.0
19069,2024-07-03,C19069,Zachary Wheeler,48,Female,West,Delhi,P6924,Keyboard,Electronics,Apple,9,26214,23974,10,Credit Card,Corporate,Delivered,Priya,235926,211952,0.9,2024.0,7.0,July,3.0,Wednesday,26214.0
19070,2025-02-09,C19070,Annette Flores,27,Male,South,Bangalore,P7616,Unknown Product,Accessories,Lenovo,8,73211,18557,10,Cash,Corporate,Returned,Divya,585688,567131,0.97,2025.0,2.0,February,1.0,Sunday,73211.0
19071,2024-10-24,C19071,Shaun Martin,49,Female,East,Pune,P7699,Monitor,Accessories,Dell,7,59531,29833,10,Cash,Corporate,Returned,Priya,416717,386884,0.93,2024.0,10.0,October,4.0,Thursday,59531.0
19072,2026-02-04,C19072,Oscar Harrell,30,Male,North,Bangalore,P3397,Mouse,Electronics,Dell,3,49924,18276,10,Net Banking,Small Business,Delivered,Raj,149772,131496,0.88,2026.0,2.0,February,1.0,Wednesday,49924.0
19073,2024-11-12,C19073,Christine Hill,30,Male,North,Pune,P7728,Laptop,Electronics,Apple,8,18521,52921,15,Credit Card,Corporate,Cancelled,Arun,148168,95247,0.64,2024.0,11.0,November,4.0,Tuesday,18521.0
19074,2026-05-21,C19074,Alicia Baker,23,Male,West,Bangalore,P4182,Printer,Electronics,Logitech,5,6111,2513,15,Cash,Consumer,Delivered,Divya,30555,28042,0.92,2026.0,5.0,May,2.0,Thursday,6111.0
19075,2024-08-08,C19075,Gina Weber,25,Female,South,Delhi,P8147,Laptop,Electronics,Dell,6,73068,38400,5,Net Banking,Consumer,Pending,Kumar,438408,400008,0.91,2024.0,8.0,August,3.0,Thursday,73068.0
19076,2025-12-03,C19076,Dorothy Mcguire,25,Female,North,Chennai,P3232,Laptop,Accessories,Logitech,8,51022,56062,5,Cash,Corporate,Cancelled,Kumar,408176,352114,0.86,2025.0,12.0,December,4.0,Wednesday,51022.0
19077,2026-06-02,C19077,Melanie Rice,28,Male,North,Chennai,P6495,Mouse,Accessories,Apple,8,73069,39351,20,UPI,Corporate,Delivered,Arun,584552,545201,0.93,2026.0,6.0,June,2.0,Tuesday,73069.0
19078,2025-11-12,C19078,Angelica Salinas,33,Male,North,Chennai,P8170,Monitor,Electronics,Dell,7,7424,20671,20,Debit Card,Consumer,Cancelled,Priya,51968,31297,0.6,2025.0,11.0,November,4.0,Wednesday,7424.0
19079,2025-06-10,C19079,Michelle White,35,Female,North,Mumbai,P3864,Mobile,Accessories,Dell,2,45197,1408,10,Net Banking,Corporate,Returned,Raj,90394,88986,0.98,2025.0,6.0,June,2.0,Tuesday,45197.0
19080,2024-09-04,C19080,Vernon Smith,45,Male,South,Hyderabad,P9372,Keyboard,Electronics,Samsung,1,55621,53740,5,UPI,Consumer,Returned,Arun,55621,1881,0.03,2024.0,9.0,September,3.0,Wednesday,55621.0
19081,2026-02-12,C19081,Jose Carroll,35,Female,West,Mumbai,P7498,Printer,Electronics,Lenovo,6,79567,19782,0,Debit Card,Consumer,Delivered,Priya,477402,457620,0.96,2026.0,2.0,February,1.0,Thursday,79567.0
19082,2024-06-22,C19082,Kelly Pugh,45,Female,North,Pune,P9816,Monitor,Electronics,Samsung,1,70336,49114,5,Credit Card,Corporate,Returned,Priya,70336,21222,0.3,2024.0,6.0,June,2.0,Saturday,70336.0
19083,2025-11-13,C19083,Kevin Carr,39,Female,South,Pune,P4350,Tablet,Accessories,Logitech,6,41029,1974,15,Net Banking,Corporate,Pending,Kumar,246174,244200,0.99,2025.0,11.0,November,4.0,Thursday,41029.0
19084,2026-01-30,C19084,Jennifer Johnson,33,Male,East,Hyderabad,P7162,Printer,Accessories,Samsung,3,6845,32476,10,Net Banking,Small Business,Pending,Raj,20535,-11941,-0.58,2026.0,1.0,January,1.0,Friday,6845.0
19085,2024-10-03,C19085,Maria Thompson,23,Male,East,Bangalore,P4561,  Mobile  ,Accessories,Dell,4,11956,50871,10,UPI,Small Business,Delivered,Arun,47824,-3047,-0.06,2024.0,10.0,October,4.0,Thursday,11956.0
19086,2025-04-25,C19086,Samantha Chavez,55,Male,North,Hyderabad,P5582,  Monitor  ,Accessories,Apple,4,63581,18944,0,Net Banking,Small Business,Returned,Priya,254324,235380,0.93,2025.0,4.0,April,2.0,Friday,63581.0
19087,2025-02-02,C19087,Dean Morales,57,Male,West,Bangalore,P9887,Printer,Accessories,HP,4,43893,4130,15,Credit Card,Consumer,Pending,Divya,175572,171442,0.98,2025.0,2.0,February,1.0,Sunday,43893.0
19088,2024-07-26,C19088,Stephanie Stewart,19,Male,North,Hyderabad,P4972,  Tablet  ,Electronics,Dell,4,70552,47464,15,Cash,Corporate,Delivered,Kumar,282208,234744,0.83,2024.0,7.0,July,3.0,Friday,70552.0
19089,2026-06-06,C19089,David Jones,55,Female,East,Bangalore,P2430,Mouse,Electronics,HP,1,40330,42719,0,Credit Card,Consumer,Delivered,Arun,40330,-2389,-0.06,2026.0,6.0,June,2.0,Saturday,40330.0
19090,2024-10-22,C19090,Shannon Fisher,55,Male,East,Hyderabad,P4181,Keyboard,Accessories,Samsung,6,46693,44193,10,Debit Card,Corporate,Returned,Raj,280158,235965,0.84,2024.0,10.0,October,4.0,Tuesday,46693.0
19091,2025-07-21,C19091,Lee Carlson,38,Male,South,Mumbai,P8149,Keyboard,Accessories,Logitech,8,26998,938,15,Debit Card,Small Business,Cancelled,Raj,215984,215046,1.0,2025.0,7.0,July,3.0,Monday,26998.0
19092,2026-04-18,C19092,Matthew Garrett,41,Female,North,Pune,P2927,Monitor,Electronics,Samsung,3,67940,23960,10,Debit Card,Small Business,Returned,Arun,203820,179860,0.88,2026.0,4.0,April,2.0,Saturday,67940.0
19093,2025-12-12,C19093,Michelle Taylor,24,Male,East,Pune,P8134,Mouse,Accessories,Samsung,3,76743,20558,0,Credit Card,Small Business,Returned,Raj,230229,209671,0.91,2025.0,12.0,December,4.0,Friday,76743.0
19094,2025-10-20,C19094,Lauren Kelley,150,Male,South,Chennai,P5438,Printer,Accessories,Dell,8,45395,42845,0,Unknown,Consumer,Pending,Divya,363160,320315,0.88,2025.0,10.0,October,4.0,Monday,45395.0
19095,2024-10-25,C19095,Michelle Bailey,57,Male,North,Bangalore,P7017,Mouse,Accessories,Unknown Brand,1,18193,30160,20,Net Banking,Consumer,Cancelled,Arun,18193,-11967,-0.66,2024.0,10.0,October,4.0,Friday,18193.0
19096,2025-11-19,C19096,Unknown Customer,46,Male,North,Delhi,P2262,Laptop,Electronics,Logitech,1,33738,10249,10,Debit Card,Small Business,Returned,Arun,33738,23489,0.7,2025.0,11.0,November,4.0,Wednesday,33738.0
19097,2025-02-06,C19097,Unknown Customer,54,Female,South,Chennai,P2437,Printer,Electronics,Unknown Brand,1,66808,22300,20,Debit Card,Corporate,Delivered,Kumar,66808,44508,0.67,2025.0,2.0,February,1.0,Thursday,66808.0
19098,2024-10-09,C19098,Pamela Carpenter,33,Female,North,Bangalore,P6222,Mobile,Accessories,Samsung,4,60086,56539,5,UPI,Corporate,Pending,Priya,240344,183805,0.76,2024.0,10.0,October,4.0,Wednesday,60086.0
19099,2025-03-30,C19099,Joshua Bailey,49,Female,North,Hyderabad,P4474,Tablet,Accessories,Apple,9,19299,31825,0,Net Banking,Consumer,Returned,Divya,173691,141866,0.82,2025.0,3.0,March,1.0,Sunday,19299.0
19100,2024-06-28,C19100,Danielle Hernandez,55,Male,West,Hyderabad,P8692,Monitor,Electronics,Dell,1,28537,12694,10,Debit Card,Corporate,Pending,Kumar,28537,15843,0.56,2024.0,6.0,June,2.0,Friday,28537.0
19101,2024-07-24,C19101,Veronica Hodge,37,Female,South,Mumbai,P8885,Keyboard,Electronics,Samsung,2,33371,39130,5,Credit Card,Small Business,Returned,Priya,66742,27612,0.41,2024.0,7.0,July,3.0,Wednesday,33371.0
19102,2025-06-28,C19102,Derek Campos,27,Female,West,Mumbai,P4852,Laptop,Accessories,Logitech,7,49186,2700,15,Cash,Consumer,Returned,Arun,344302,341602,0.99,2025.0,6.0,June,2.0,Saturday,49186.0
19103,2026-05-14,C19103,Stephen Mason,41,Female,South,Delhi,P3859,Keyboard,Electronics,Lenovo,3,54174,27375,10,Credit Card,Consumer,Returned,Raj,162522,135147,0.83,2026.0,5.0,May,2.0,Thursday,54174.0
19104,2024-07-23,C19104,Christine Baker,30,Male,North,Mumbai,P2211,Tablet,Accessories,HP,3,65123,23280,5,Net Banking,Corporate,Returned,Kumar,195369,172089,0.88,2024.0,7.0,July,3.0,Tuesday,65123.0
19105,2025-07-14,C19105,Larry Daniels,38,Male,East,Bangalore,P7183,Laptop,Electronics,Dell,7,889,19191,5,Credit Card,Corporate,Delivered,Arun,6223,-12968,-2.08,2025.0,7.0,July,3.0,Monday,889.0
19106,2024-06-20,C19106,Unknown Customer,31,Female,South,Mumbai,P8991,Tablet,Accessories,Samsung,7,35142,19506,20,Credit Card,Corporate,Pending,Priya,245994,226488,0.92,2024.0,6.0,June,2.0,Thursday,35142.0
19107,2026-04-27,C19107,Ian Bautista,46,Male,South,Bangalore,P6976,Mobile,Electronics,HP,5,70924,49409,10,Credit Card,Corporate,Returned,Priya,354620,305211,0.86,2026.0,4.0,April,2.0,Monday,70924.0
19108,2025-06-05,C19108,Bailey Hampton,24,Male,West,Chennai,P5093,Keyboard,Electronics,Lenovo,5,26282,18269,5,Cash,Corporate,Cancelled,Arun,131410,113141,0.86,2025.0,6.0,June,2.0,Thursday,26282.0
19109,2025-12-27,C19109,Ashley Powers,25,Female,North,Delhi,P8754,Monitor,Accessories,Logitech,4,18759,55488,0,Net Banking,Corporate,Pending,Priya,75036,19548,0.26,2025.0,12.0,December,4.0,Saturday,18759.0
19110,2025-07-30,C19110,Jason Curry,42,Female,West,Bangalore,P4354,Printer,Electronics,Lenovo,7,2371,34232,15,Credit Card,Consumer,Cancelled,Raj,16597,-17635,-1.06,2025.0,7.0,July,3.0,Wednesday,2371.0
19111,2024-09-22,C19111,Christine Johnson,37,Male,North,Delhi,P9576,Monitor,Electronics,Apple,4,56598,15094,10,Debit Card,Consumer,Delivered,Arun,226392,211298,0.93,2024.0,9.0,September,3.0,Sunday,56598.0
19112,2025-11-13,C19112,Dylan Hunt,33,Unknown Gender,East,Mumbai,P5716,Mobile,Accessories,Dell,5,19728,55121,5,Credit Card,Small Business,Returned,Raj,98640,43519,0.44,2025.0,11.0,November,4.0,Thursday,19728.0
19113,2026-05-13,C19113,Michael Mullins,54,Female,North,Bangalore,P9429,Mobile,Electronics,Samsung,7,37041,18561,0,Debit Card,Corporate,Cancelled,Priya,259287,240726,0.93,2026.0,5.0,May,2.0,Wednesday,37041.0
19114,2026-01-07,C19114,James Martinez,36,Male,East,Pune,P7199,Printer,Electronics,Logitech,2,70349,8027,15,Credit Card,Consumer,Returned,Divya,140698,132671,0.94,2026.0,1.0,January,1.0,Wednesday,70349.0
19115,2025-02-11,C19115,Jessica Martin,40,Male,South,Bangalore,P3139,Mobile,Electronics,Apple,9,66708,45884,5,UPI,Consumer,Delivered,Kumar,600372,554488,0.92,2025.0,2.0,February,1.0,Tuesday,66708.0
19116,2024-12-18,C19116,Yvonne Grant,22,Male,South,Pune,P5358,Printer,Accessories,Dell,5,28468,18267,0,Cash,Small Business,Returned,Priya,142340,124073,0.87,2024.0,12.0,December,4.0,Wednesday,28468.0
19117,2024-12-20,C19117,Unknown Customer,53,Male,East,Hyderabad,P1795,Laptop,Electronics,Dell,1,67020,27095,5,Net Banking,Corporate,Returned,Priya,67020,39925,0.6,2024.0,12.0,December,4.0,Friday,67020.0
19118,2025-09-20,C19118,Amy Carter,47,Female,East,Chennai,P9362,Tablet,Electronics,Lenovo,8,58857,19821,5,Net Banking,Consumer,Cancelled,Priya,470856,451035,0.96,2025.0,9.0,September,3.0,Saturday,58857.0
19119,2025-08-07,C19119,Unknown Customer,29,Male,North,Hyderabad,P3120,Mouse,Accessories,Logitech,8,3802,26948,0,Credit Card,Corporate,Delivered,Kumar,30416,3468,0.11,2025.0,8.0,August,3.0,Thursday,3802.0
19120,2025-05-26,C19120,Megan Obrien,34,Male,South,Bangalore,P5990,Printer,Accessories,Samsung,7,40268,20258,15,Cash,Small Business,Delivered,Arun,281876,261618,0.93,2025.0,5.0,May,2.0,Monday,40268.0
19121,2024-10-20,C19121,Rebecca Reed,51,Female,South,Bangalore,P2926,Mouse,Accessories,Lenovo,4,25983,58634,15,Net Banking,Consumer,Pending,Raj,103932,45298,0.44,2024.0,10.0,October,4.0,Sunday,25983.0
19122,2025-01-20,C19122,Desiree Davis,24,Male,West,Hyderabad,P1301,Printer,Electronics,Dell,4,10159,12084,0,Credit Card,Corporate,Cancelled,Kumar,40636,28552,0.7,2025.0,1.0,January,1.0,Monday,10159.0
19123,2024-07-10,C19123,John Thomas,19,Female,East,Hyderabad,P3085,Mouse,Accessories,Lenovo,1,7501,16432,15,Cash,Consumer,Delivered,Priya,7501,-8931,-1.19,2024.0,7.0,July,3.0,Wednesday,7501.0
19124,2025-01-31,C19124,Daniel Mahoney,35,Male,East,Chennai,P2894,  Mouse  ,Electronics,Dell,8,55189,50302,5,UPI,Small Business,Delivered,Kumar,441512,391210,0.89,2025.0,1.0,January,1.0,Friday,55189.0
19125,2026-05-15,C19125,James Mullins,41,Female,South,Mumbai,P6347,Laptop,Electronics,HP,8,44728,50201,0,Debit Card,Consumer,Delivered,Divya,357824,307623,0.86,2026.0,5.0,May,2.0,Friday,44728.0
19126,2026-04-09,C19126,Andrew Sanders,52,Male,South,Delhi,P5227,Keyboard,Electronics,Dell,4,3030,52461,10,Net Banking,Corporate,Cancelled,Priya,12120,-40341,-3.33,2026.0,4.0,April,2.0,Thursday,3030.0
19127,2024-11-30,C19127,Keith Wells,34,Male,East,Mumbai,P3590,Printer,Electronics,Dell,4,12883,53198,15,Net Banking,Small Business,Pending,Kumar,51532,-1666,-0.03,2024.0,11.0,November,4.0,Saturday,12883.0
19128,2025-11-03,C19128,Craig Howell,59,Female,North,Hyderabad,P4587,Printer,Electronics,Apple,9,9272,42077,0,Debit Card,Corporate,Returned,Kumar,83448,41371,0.5,2025.0,11.0,November,4.0,Monday,9272.0
19129,2025-09-13,C19129,Kaitlin Patrick,37,Female,South,Mumbai,P8976,Mobile,Electronics,Lenovo,4,77851,15978,0,Debit Card,Corporate,Cancelled,Raj,311404,295426,0.95,2025.0,9.0,September,3.0,Saturday,77851.0
19130,2026-02-03,C19130,Brianna Shannon,26,Male,West,Hyderabad,P5528,Tablet,Electronics,Samsung,6,72851,28442,15,Net Banking,Small Business,Returned,Divya,437106,408664,0.93,2026.0,2.0,February,1.0,Tuesday,72851.0
19131,,C19131,Kerri Fernandez,-5,Unknown Gender,East,Hyderabad,P1799,Monitor,Accessories,Dell,4,10878,21002,5,Debit Card,Small Business,Delivered,Kumar,43512,22510,0.52,,,,,,10878.0
19132,2024-09-16,C19132,Valerie Raymond,45,Male,South,Mumbai,P7405,Laptop,Accessories,Samsung,2,32490,38501,10,Net Banking,Consumer,Cancelled,Kumar,64980,26479,0.41,2024.0,9.0,September,3.0,Monday,32490.0
19133,2024-12-13,C19133,Travis Wilson,40,Female,West,Delhi,P4164,Mobile,Accessories,HP,7,75692,54942,10,Credit Card,Small Business,Cancelled,Priya,529844,474902,0.9,2024.0,12.0,December,4.0,Friday,75692.0
19134,2024-11-08,C19134,Dr. Lisa Maxwell,46,Female,West,Hyderabad,P6407,Mobile,Electronics,Unknown Brand,9,54070,18220,20,Credit Card,Small Business,Delivered,Divya,486630,468410,0.96,2024.0,11.0,November,4.0,Friday,54070.0
19135,2026-05-11,C19135,Cynthia Wong,23,Male,North,Bangalore,P2090,  Mouse  ,Electronics,Dell,1,41378,51208,15,UPI,Small Business,Delivered,Kumar,41378,-9830,-0.24,2026.0,5.0,May,2.0,Monday,41378.0
19136,2025-06-29,C19136,Mariah Rivera,37,Male,North,Mumbai,P5606,Laptop,Accessories,Logitech,8,60054,8169,5,Credit Card,Corporate,Delivered,Arun,480432,472263,0.98,2025.0,6.0,June,2.0,Sunday,60054.0
19137,2024-12-03,C19137,Unknown Customer,37,Female,North,Delhi,P6094,Unknown Product,Electronics,Logitech,7,3062,14899,5,Debit Card,Small Business,Delivered,Raj,21434,6535,0.3,2024.0,12.0,December,4.0,Tuesday,3062.0
19138,2025-07-24,C19138,Edward Duncan,21,Female,West,Chennai,P1031,Monitor,Accessories,Unknown Brand,6,48728,26470,15,Net Banking,Corporate,Returned,Arun,292368,265898,0.91,2025.0,7.0,July,3.0,Thursday,48728.0
19139,2025-08-16,C19139,Benjamin Wright,21,Female,East,Chennai,P5483,  Monitor  ,Electronics,Samsung,7,65228,26104,20,Credit Card,Consumer,Pending,Priya,456596,430492,0.94,2025.0,8.0,August,3.0,Saturday,65228.0
19140,2026-01-28,C19140,Mary Rivas,25,Female,East,Delhi,P4442,Mobile,Accessories,Dell,2,61465,54885,0,Net Banking,Consumer,Returned,Arun,122930,68045,0.55,2026.0,1.0,January,1.0,Wednesday,61465.0
19141,2025-06-02,C19141,Jessica Sanchez,28,Male,South,Chennai,P4498,Printer,Accessories,Unknown Brand,5,46371,4652,15,Net Banking,Corporate,Pending,Priya,231855,227203,0.98,2025.0,6.0,June,2.0,Monday,46371.0
19142,2024-12-10,C19142,Christopher Harper,40,Female,West,Chennai,P4083,Monitor,Electronics,Unknown Brand,4,9832,31004,15,Net Banking,Small Business,Cancelled,Raj,39328,8324,0.21,2024.0,12.0,December,4.0,Tuesday,9832.0
19143,2025-04-24,C19143,Peter Hubbard,39,Male,East,Pune,P4133,Monitor,Accessories,Dell,8,1541,35237,10,Cash,Consumer,Cancelled,Raj,12328,-22909,-1.86,2025.0,4.0,April,2.0,Thursday,1541.0
19144,2025-08-09,C19144,Unknown Customer,28,Female,West,Delhi,P4095,Printer,Accessories,Logitech,7,51252,49194,20,Net Banking,Small Business,Pending,Raj,358764,309570,0.86,2025.0,8.0,August,3.0,Saturday,51252.0
19145,2024-10-25,C19145,Ann Davis,55,Female,South,Bangalore,P5125,Tablet,Accessories,Lenovo,5,52270,58877,0,Cash,Consumer,Delivered,Kumar,261350,202473,0.77,2024.0,10.0,October,4.0,Friday,52270.0
19146,2025-01-17,C19146,Benjamin Morales,23,Female,North,Pune,P5498,Keyboard,Accessories,Logitech,6,29548,23428,10,Net Banking,Consumer,Delivered,Raj,177288,153860,0.87,2025.0,1.0,January,1.0,Friday,29548.0
19147,2025-10-25,C19147,Daniel Hughes,44,Female,East,Bangalore,P8641,Printer,Accessories,HP,8,7733,53236,20,Debit Card,Corporate,Cancelled,Divya,61864,8628,0.14,2025.0,10.0,October,4.0,Saturday,7733.0
19148,2024-10-18,C19148,Unknown Customer,28,Unknown Gender,North,Mumbai,P1895,Tablet,Accessories,Dell,9,7940,27367,15,Debit Card,Corporate,Delivered,Priya,71460,44093,0.62,2024.0,10.0,October,4.0,Friday,7940.0
19149,2025-03-21,C19149,John Stephens,37,Female,East,Mumbai,P9513,Laptop,Accessories,Lenovo,5,77444,57979,20,Credit Card,Consumer,Delivered,Raj,387220,329241,0.85,2025.0,3.0,March,1.0,Friday,77444.0
19150,2025-11-03,C19150,Nicholas Edwards,18,Female,West,Pune,P7701,Mouse,Electronics,Dell,2,57644,12818,5,UPI,Corporate,Returned,Raj,115288,102470,0.89,2025.0,11.0,November,4.0,Monday,57644.0
19151,2025-01-17,C19151,Scott Fuller DDS,25,Female,West,Hyderabad,P5988,Monitor,Electronics,Dell,2,25937,10410,20,Debit Card,Small Business,Returned,Raj,51874,41464,0.8,2025.0,1.0,January,1.0,Friday,25937.0
19152,2025-11-07,C19152,Anne Harvey,41,Male,West,Mumbai,P6680,Mouse,Electronics,Dell,4,62427,31890,0,Cash,Small Business,Cancelled,Arun,249708,217818,0.87,2025.0,11.0,November,4.0,Friday,62427.0
19153,2024-11-14,C19153,Christopher Olsen,42,Male,West,Pune,P6602,Tablet,Electronics,Apple,4,73889,2204,0,Debit Card,Corporate,Returned,Divya,295556,293352,0.99,2024.0,11.0,November,4.0,Thursday,73889.0
19154,2025-06-12,C19154,Nicholas Martin,33,Female,West,Pune,P8156,Monitor,Accessories,Logitech,3,78271,42749,0,Cash,Consumer,Cancelled,Divya,234813,192064,0.82,2025.0,6.0,June,2.0,Thursday,78271.0
19155,2025-11-18,C19155,Christina Flores,48,Male,South,Bangalore,P2426,Keyboard,Accessories,Dell,9,68175,55897,10,Cash,Consumer,Cancelled,Kumar,613575,557678,0.91,2025.0,11.0,November,4.0,Tuesday,68175.0
19156,2025-11-04,C19156,Tina Ortiz,49,Unknown Gender,East,Bangalore,P9521,Keyboard,Accessories,Logitech,1,27020,59622,15,UPI,Corporate,Cancelled,Priya,27020,-32602,-1.21,2025.0,11.0,November,4.0,Tuesday,27020.0
19157,2024-11-15,C19157,Michael Powell,33,Female,South,Chennai,P6129,Printer,Accessories,Logitech,1,42654,31088,0,UPI,Small Business,Delivered,Raj,42654,11566,0.27,2024.0,11.0,November,4.0,Friday,42654.0
19158,2025-10-12,C19158,Michelle Smith,56,Female,West,Mumbai,P4933,Keyboard,Accessories,Apple,6,72954,52252,10,UPI,Small Business,Returned,Divya,437724,385472,0.88,2025.0,10.0,October,4.0,Sunday,72954.0
19159,2024-09-19,C19159,Suzanne Scott,47,Female,South,Mumbai,P4759,Mouse,Electronics,Apple,5,17694,24006,5,Debit Card,Small Business,Delivered,Arun,88470,64464,0.73,2024.0,9.0,September,3.0,Thursday,17694.0
19160,2026-02-09,C19160,Blake Mcintosh,49,Female,South,Chennai,P8325,Tablet,Electronics,Dell,8,16446,5038,20,Cash,Small Business,Returned,Divya,131568,126530,0.96,2026.0,2.0,February,1.0,Monday,16446.0
19161,2026-06-01,C19161,Lisa Miller,40,Male,South,Hyderabad,P2795,Tablet,Electronics,Dell,5,68603,14189,20,Credit Card,Corporate,Pending,Arun,343015,328826,0.96,2026.0,6.0,June,2.0,Monday,68603.0
19162,2025-12-16,C19162,Jenny Lyons,50,Female,North,Delhi,P9921,Mobile,Electronics,Apple,9,15770,7453,5,Net Banking,Corporate,Cancelled,Raj,141930,134477,0.95,2025.0,12.0,December,4.0,Tuesday,15770.0
19163,2025-04-28,C19163,Rodney Lopez,46,Female,South,Delhi,P6360,Mobile,Accessories,Apple,1,59779,35607,5,Cash,Corporate,Cancelled,Priya,59779,24172,0.4,2025.0,4.0,April,2.0,Monday,59779.0
